Unnamed: 0,property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
1855,flat,shree vardhman victoria,sector 70,1.66,14249.0,3,5,3,8.0,Relatively New,1527.0,0,1,0,0,0,0,108
1856,flat,tulip violet,sector 69,1.75,8883.0,4,4,1,12.0,Relatively New,1783.0,0,0,0,0,0,0,86
1857,flat,signature global orchard avenue,sector 93,0.85,14238.0,2,2,0,10.0,Relatively New,597.0,0,0,0,0,0,0,0
1858,flat,elevate,sector 50,6.75,19882.0,4,4,0,10.0,Moderately Old,3395.0,0,0,0,0,0,0,0
1859,flat,m3m urbana,sector 67,0.95,10894.0,1,1,1,17.0,Relatively New,826.0,0,0,0,0,0,0,49
1860,flat,krishna appartment,sector 12,0.35,3500.0,3,3,1,2.0,Old Property,905.0,0,0,0,0,0,0,0
1861,house,independent,sector 105,1.2,10118.0,3,2,1,2.0,Old Property,1185.51,0,0,0,0,0,0,9
1862,flat,ss the leaf,sector 85,1.77,7350.0,3,4,3,6.0,Moderately Old,1450.0,0,1,0,0,0,2,135
1863,house,independent,sector 25,9.0,33333.0,5,5,3,3.0,Old Property,2700.0,1,1,1,1,0,0,56
1864,flat,shree arihant apartment,sector 54,1.55,8611.0,3,3,3,3.0,Moderately Old,1900.0,0,1,0,0,0,2,109
1865,house,independent,sector 43,1.9,3909.0,3,3,3+,3.0,Old Property,60.0,0,0,0,0,0,1,0
1866,flat,tarc maceo,sector 91,1.4,7407.0,3,3,3+,7.0,Relatively New,1700.0,0,0,0,0,0,0,76
1867,flat,spaze privy,sector 72,1.9,9620.0,3,3,3,10.0,Moderately Old,1787.0,0,1,0,0,0,2,31
1868,flat,adani m2k oyster grande,sector 102,2.6,10008.0,3,3,3,2.0,Relatively New,2351.0,1,1,1,0,0,0,118
1869,house,emaar mgf marbella,sector 66,9.01,16066.0,4,4,3+,3.0,Relatively New,5574.7,0,1,1,0,0,0,122
1870,flat,godrej aria,sector 79,1.0,6653.0,2,2,2,4.0,Relatively New,1300.0,1,0,0,0,0,0,49
1871,flat,ansal housing highland park,sector 103,0.8,5878.0,2,2,2,9.0,Relatively New,1361.0,0,0,0,0,0,0,0
1872,flat,ramprastha skyz,sector 37d,1.1,6377.0,3,3,3+,7.0,Under Construction,1561.0,0,0,0,0,0,0,109
1873,flat,emaar mgf palm hills,sector 77,1.08,5400.0,3,4,3+,5.0,Relatively New,1810.0,1,1,0,0,1,2,167
1874,flat,supertech araville,sector 79,0.83,5425.0,2,2,3,5.0,New Property,1700.0,1,0,0,0,0,1,49
1875,house,independent,sector 4,0.85,7522.0,3,3,0,1.0,Moderately Old,1130.0,0,0,0,0,0,0,0
1876,flat,emaar mgf emerald floors premier,sector 65,2.3,13939.0,3,4,3,3.0,Relatively New,1833.0,1,1,1,1,0,1,174
1877,house,independent,sector 14,5.5,16975.0,5,4,2,2.0,Old Property,3240.0,1,0,0,0,0,0,27
1878,flat,dlf regal gardens,sector 90,1.2,6838.0,3,3,3+,15.0,Relatively New,1572.0,0,0,0,0,0,0,118
1879,flat,valley view estate,gwal pahari,0.38,6090.0,1,1,1,11.0,Moderately Old,565.0,0,0,0,0,0,0,42
1880,flat,dlf the ultima,sector 81,2.5,11726.0,3,3,2,20.0,Relatively New,1700.0,0,1,0,0,0,1,174
1881,flat,aipl zen residences,sector 70a,1.4,11094.0,2,2,2,16.0,Relatively New,1262.0,0,0,0,0,0,0,0
1882,flat,godrej oasis,sector 88a,1.0,6897.0,2,2,3,7.0,Relatively New,1611.0,1,0,0,0,0,0,72
1883,flat,m3m skywalk,sector 74,2.7,13380.0,3,3,3,13.0,New Property,2018.0,0,0,1,0,0,0,92
1884,flat,central park resorts,sector 48,9.3,24926.0,4,4,3+,10.0,Moderately Old,3831.0,1,1,1,1,0,2,67
1885,flat,pareena coban residences,sector 99a,1.56,7812.0,3,5,3,4.0,New Property,1807.0,0,1,0,0,1,0,49
1886,flat,adani aangan arcade,sector 88a,0.45,7200.0,2,2,1,3.0,New Property,694.0,0,0,0,0,0,0,14
1887,flat,maa bhagwati residency,sector 7,0.45,5000.0,2,2,1,4.0,Relatively New,1000.0,0,0,0,0,0,0,28
1888,house,independent,sector 4,0.47,8007.0,2,1,1,1.0,Moderately Old,624.0,0,0,1,0,0,0,0
1889,house,independent,sector 7,1.95,13542.0,2,2,2,2.0,Old Property,1440.0,0,0,0,0,0,0,0
1890,flat,conscient habitat,sector 99a,0.35,6422.0,2,2,1,3.0,Relatively New,606.0,0,0,0,0,0,0,62
1891,house,dlf city plots phase 2,sector 25,6.3,35000.0,4,4,3+,2.0,Old Property,1800.0,0,1,1,0,0,0,89
1892,house,independent,sector 11,0.44,4251.0,3,2,1,1.0,Relatively New,128.0,0,0,0,1,1,0,46
1893,flat,tulip ivory,sector 110,2.1,8750.0,4,5,3+,5.0,Moderately Old,2114.0,0,1,0,0,0,2,120
1894,flat,signature global orchard avenue,sector 93,0.36,6716.0,2,2,2,6.0,Relatively New,604.0,0,0,0,0,0,0,16
1895,house,independent,sector 4,1.1,11111.0,3,4,1,2.0,Moderately Old,990.0,0,0,0,0,0,0,0
1896,flat,ss the leaf,sector 85,1.2,7317.0,2,2,3,6.0,Relatively New,1300.0,0,0,0,0,0,2,174
1897,flat,emaar gurgaon greens,sector 102,1.52,9212.0,3,3,3,7.0,Relatively New,1315.0,0,1,0,0,0,2,137
1898,flat,ild greens,sector 37c,1.05,7500.0,3,3,3,4.0,New Property,1500.0,0,0,0,0,0,2,5
1899,flat,bestech park view residency,sector 2,0.95,6709.0,2,2,3,10.0,Old Property,1573.0,0,0,0,0,0,2,88
1900,house,emaar mgf marbella,sector 66,12.0,37037.0,5,5,3+,3.0,New Property,3240.0,0,1,1,1,0,2,106
1901,flat,m3m soulitude,sector 89,1.3,8701.0,3,3,2,1.0,New Property,1179.0,0,0,0,0,1,0,45
1903,flat,godrej nature plus,sector 33,1.15,11558.0,2,2,2,15.0,Under Construction,103.0,0,0,0,0,0,0,38
1905,flat,signature global the millennia,sector 37d,0.55,9167.0,2,2,3,3.0,New Property,610.0,0,0,0,0,0,0,71
1906,flat,m3m heights,sector 65,1.99,15794.0,2,2,2,26.0,Under Construction,1140.0,0,0,0,0,0,0,48
1907,flat,m3m golf hills,sector 79,1.45,10211.0,2,2,3,15.0,Under Construction,1578.0,0,0,0,0,0,0,67
1909,house,independent,sector 12,3.5,14787.0,8,8,3+,3.0,Relatively New,4800.0,1,1,0,1,0,1,77
1910,flat,shreeram apartment ii,sector 4,0.21,4667.0,1,1,1,2.0,Relatively New,500.0,0,0,0,0,0,0,7
1911,flat,paras dews,sector 106,1.1,9735.0,3,4,3+,8.0,Relatively New,1186.0,0,1,0,0,0,2,174
1912,flat,emaar mgf emerald floors premier,sector 65,2.24,13576.0,3,3,3,2.0,Relatively New,1833.0,1,1,0,0,0,0,46
1913,flat,bestech park view residency,sector 2,0.55,8462.0,1,1,2,7.0,Moderately Old,588.0,0,0,0,0,0,0,31
1914,flat,mahindra aura,sector 110,2.25,9267.0,4,4,3+,2.0,Relatively New,2350.0,0,1,0,0,0,0,152
1915,house,dlf city plots,sector 26,17.0,37627.0,5,6,3,2.0,Old Property,4518.0,0,1,1,1,0,2,87
1916,house,independent,sector 28,1.39,11583.0,2,2,1,3.0,Old Property,1450.0,0,0,1,0,0,0,37
1917,flat,bhemerlei,sohna road road,0.69,5100.0,2,2,2,3.0,Under Construction,1350.0,0,0,0,0,0,0,0
1918,house,independent,sector 11,2.1,17284.0,2,6,3+,3.0,Relatively New,1215.0,0,0,0,0,0,0,14
1919,house,independent,sector 3 phase 2,1.1,10000.0,5,4,2,1.0,Relatively New,1100.0,0,0,0,0,0,0,0
1920,house,independent,sector 2,2.95,15989.0,4,4,3+,2.0,Old Property,1845.0,0,0,0,0,0,0,27
1921,flat,tulip violet,sector 69,1.75,9459.0,3,4,2,0.0,Relatively New,2056.0,0,0,0,0,0,2,174
1922,flat,tulip ivory,sector 70,2.35,9792.0,4,4,3+,8.0,Moderately Old,2667.0,0,1,0,0,0,0,108
1923,flat,aipl the peaceful homes,sector 70a,2.5,10638.0,3,4,3,8.0,Relatively New,2127.0,0,1,1,0,0,2,174
1924,flat,antriksh heights,sector 84,0.54,4459.0,2,2,3+,17.0,Relatively New,1086.0,0,0,0,0,0,0,81
1925,flat,aipl zen residences,sector 70a,1.34,10276.0,2,2,3+,17.0,New Property,1180.0,0,0,0,0,0,2,110
1926,flat,sare homes,sector 92,0.5,4237.0,3,3,2,1.0,Relatively New,1068.0,0,0,0,0,0,0,26
1928,flat,smart world gems,sector 89,0.95,8597.0,2,2,2,4.0,New Property,1226.0,1,1,0,0,0,0,38
1929,flat,ats tourmaline,sector 109,2.3,8897.0,3,4,3+,10.0,New Property,2339.0,0,1,0,0,1,0,74
1930,house,independent,sector 28,11.25,34722.0,9,9,3+,2.0,Moderately Old,3240.0,0,1,1,1,0,2,126
1931,flat,dlf regal gardens,sector 90,1.21,6926.0,3,3,3+,29.0,Relatively New,1581.0,0,0,0,0,1,0,95
1932,flat,vatika xpressions,sector 88b,0.92,7360.0,2,2,2,3.0,Relatively New,1300.0,0,0,0,1,0,0,174
1933,flat,eldeco accolade,sohna road,0.73,5753.0,2,2,3,9.0,Relatively New,1148.0,0,0,0,1,0,0,103
1934,flat,tulip violet,sector 69,1.55,9823.0,3,3,2,0.0,Relatively New,1428.0,0,0,0,1,0,2,129
1935,flat,signature global park 4,sector 36,0.72,6660.0,3,2,3,3.0,Under Construction,978.0,0,0,0,0,0,0,0
1936,flat,the new crpf apartments,sector 9a,0.75,5814.0,3,3,3,6.0,Old Property,1433.0,0,0,0,1,0,0,31
1937,flat,shri banke bihari society,sector 56,1.37,9133.0,3,3,3+,2.0,Old Property,1450.0,0,0,0,0,1,0,174
1938,flat,jammu and kashmir bank employees cghs,sector 9a,0.94,6065.0,3,3,2,5.0,Moderately Old,1722.0,0,0,0,0,0,2,85
1939,flat,ansal housing highland park,sector 103,1.25,6443.0,3,3,3+,2.0,New Property,1464.0,0,0,0,1,0,0,105
1940,flat,umang winter hills,sector 77,1.0,7502.0,2,2,2,3.0,New Property,1489.0,0,0,0,0,0,0,74
1941,flat,not applicable,sector 4,0.42,5600.0,2,2,1,3.0,Relatively New,833.0,0,0,0,0,0,2,26
1942,flat,experion windchants,sector 112,3.65,11428.0,3,5,2,3.0,Relatively New,2800.0,0,1,0,0,0,0,72
1943,flat,m3m golfestate,sector 79,1.4,10000.0,2,2,2,4.0,Relatively New,1556.0,1,1,1,0,0,1,83
1944,flat,greenopolis,sector 89,1.3,6806.0,3,3,3+,1.0,New Property,2122.0,0,1,0,0,0,0,35
1945,flat,godrej oasis,sector 88a,1.19,10162.0,2,2,3,15.0,Relatively New,1387.0,1,0,0,1,0,2,174
1946,flat,ats triumph,sector 104,1.83,7991.0,3,4,3+,10.0,Relatively New,2000.0,0,1,0,0,0,0,165
1947,flat,dlf regal gardens,sector 90,1.17,6709.0,3,3,3,15.0,Relatively New,1630.0,0,0,0,0,0,2,136
1949,flat,smart world orchard,sector 61,1.41,12250.0,2,2,2,2.0,Under Construction,1150.0,1,0,0,0,0,0,76
1950,house,not applicable,sector 4,0.75,11719.0,2,4,3,2.0,Moderately Old,640.0,0,0,0,0,0,0,0
1951,flat,tarc maceo,sector 91,1.8,7759.0,3,3,3+,0.0,Relatively New,2578.0,0,0,0,1,0,1,45
1952,flat,dlf regency park,sector 28,2.25,14516.0,3,3,2,16.0,Old Property,1700.0,0,1,0,0,0,0,89
1953,flat,dlf the skycourt,sector 86,1.5,7895.0,3,3,1,16.0,Relatively New,1719.0,0,0,0,0,1,0,49
1954,flat,apartment,sector 92,0.75,4688.0,3,4,3,2.0,Moderately Old,1778.0,1,0,0,0,0,0,113
1955,house,independent,sector 57,3.6,20833.0,4,4,2,2.0,Old Property,1728.0,1,1,1,1,0,0,110
1956,flat,tulip violet,sector 69,1.36,8619.0,3,3,1,12.0,Relatively New,1291.0,0,0,0,1,0,0,95
1958,flat,raheja atharva,sector 109,2.2,9491.0,3,3,2,7.0,Moderately Old,2576.0,0,1,0,0,0,2,111
1959,flat,ss the leaf,sector 85,1.04,5974.0,2,3,3+,4.0,Relatively New,1576.0,0,0,1,0,0,0,113
1960,flat,shapoorji pallonji joyville gurugram,sector 102,1.3,17687.0,2,2,3,0.0,Relatively New,1009.0,0,0,1,0,0,0,125
1961,flat,signature global synera,sector 81,0.48,8027.0,2,2,1,14.0,Relatively New,547.0,0,0,0,0,0,2,14
1962,flat,shree vardhman flora,sector 90,0.92,4907.0,3,4,3,4.0,Relatively New,1493.0,0,1,0,0,0,0,116
1963,flat,puri diplomatic greens,sector 111,3.7,12542.0,4,5,3+,12.0,Relatively New,2650.0,0,1,0,0,0,2,158
1964,flat,paras dews,sector 106,1.42,6030.0,4,6,3+,11.0,Relatively New,2131.0,0,1,0,0,0,0,143
1966,flat,hcbs sports ville,sohna road,0.32,4301.0,2,2,1,3.0,Relatively New,744.000768,0,0,0,0,0,0,109
1967,house,independent,sector 56,3.25,21495.0,5,6,3+,4.0,Relatively New,1512.0,0,0,0,1,1,2,27
1968,flat,signature global solera,sector 107,0.5,7752.0,3,2,2,6.0,Relatively New,717.0,0,0,0,0,1,0,15
1969,flat,pivotal devaan,sector 84,0.27,7965.0,1,1,1,13.0,Relatively New,387.0,0,0,0,0,0,1,45
1970,flat,supertech araville,sector 79,1.35,6941.0,3,3,3,4.0,Relatively New,2161.0,0,0,0,0,0,0,0
1971,flat,smart world gems,sector 89,1.2,8433.0,3,3,2,2.0,New Property,1423.0,0,0,0,0,0,0,45
1972,flat,signature global grand iva,sector 103,0.5,6667.0,2,2,0,10.0,Relatively New,750.0,0,0,0,0,0,0,0
1973,flat,bestech park view residency,sector 2,1.01,7138.0,2,2,3,0.0,Moderately Old,1281.0,0,0,0,0,0,0,92
1974,flat,sare crescent parc,sector 92,0.51,4080.0,3,2,2,2.0,Relatively New,1131.0,0,0,0,0,0,0,72
1975,flat,dlf the skycourt,sector 86,2.2,11500.0,3,3,1,7.0,Relatively New,1747.0,0,0,0,1,0,1,77
1976,flat,antriksh heights,sector 84,0.49,4356.0,2,2,2,16.0,Relatively New,1018.0,0,0,0,0,0,0,66
1977,house,independent,sector 43,2.15,13030.0,1,1,0,1.0,Moderately Old,1650.0,0,0,0,0,0,0,0
1978,flat,ats tourmaline,sector 109,1.4,8000.0,3,3,3+,9.0,Relatively New,1584.0,0,0,0,0,0,0,95
1979,flat,signature global city 92,sector 92,0.78,11143.0,2,2,3,2.0,Under Construction,846.0,0,0,0,0,1,0,24
1980,house,independent,sector 10a,3.6,19608.0,3,4,3,3.0,Moderately Old,1836.0,0,0,0,1,0,2,28
1981,flat,green campus chs,sector 1a imt manesar,0.9,3935.0,3,3,3+,6.0,Moderately Old,2070.0,0,1,0,0,0,0,5
1982,flat,sapphire eighty three,sector 83,0.4,8547.0,1,1,1,6.0,Relatively New,520.0,0,0,0,0,0,1,52
1983,flat,vatika india next,sector 82,0.8,6426.0,2,2,3,9.0,Relatively New,1383.0,0,0,0,0,0,0,0
1984,flat,sare green parc,sector 92,0.75,4820.0,3,2,2,16.0,Relatively New,1556.0,0,0,0,0,0,0,0
1985,flat,signature global solera,sector 107,0.6,8000.0,3,2,2,8.0,Relatively New,750.0,0,0,0,0,0,0,55
1986,flat,signature global park,sohna road,0.9,8036.0,3,2,2,2.0,Under Construction,1014.0,0,0,0,0,0,0,144
1987,house,4s aradhya homes,sector 67a,1.83,6778.0,4,4,2,4.0,New Property,2700.0,0,0,0,1,0,2,145
1988,flat,smart world orchard,sector 61,1.55,13478.0,2,2,1,3.0,Under Construction,1041.0,1,0,0,0,0,0,43
1989,flat,supertech hues,sector 68,0.9,7627.0,2,2,2,1.0,New Property,1311.0,0,0,0,0,0,0,44
1990,flat,apex builders,sector 37c,0.42,5600.0,2,2,2,4.0,Relatively New,833.0,0,0,0,0,0,0,42
1992,flat,emaar mgf palm hills,sector 77,1.65,8462.0,4,3,3,9.0,Relatively New,1765.0,0,1,0,0,0,0,100
1993,flat,corona optus,sector 37c,1.26,7250.0,3,3,3,4.0,New Property,1400.0,0,0,0,0,0,0,28
1994,flat,emaar mgf the palm drive,sector 66,4.6,18400.0,3,3,3,11.0,Relatively New,2882.0,1,1,1,1,0,0,131
1996,flat,experion the heartsong,sector 108,3.0,18394.0,4,5,3+,2.0,Relatively New,2204.25,0,1,0,0,0,1,149
1997,flat,dlf regency park,sector 28,2.35,13225.0,3,4,3,8.0,Old Property,1700.0,0,1,0,0,0,2,109
1998,flat,prime habitat,sector 99a,0.27,6054.0,2,2,1,10.0,Relatively New,498.0,0,0,0,0,0,0,67
1999,house,bptp visionnaire,sector 70a,4.02,7309.0,4,4,3+,3.0,Relatively New,5500.0,1,1,1,1,0,0,138
2000,flat,indiabulls centrum park,sector 103,1.01,8080.0,2,2,3,5.0,Relatively New,1338.0,0,0,1,0,0,2,165
2001,house,independent,bhim nagar,0.66,10784.0,3,2,1,2.0,Old Property,612.0,0,0,0,0,0,0,36
2002,house,ss aaron ville,sector 49,6.75,15000.0,5,4,2,2.0,New Property,4500.0,0,0,0,0,1,0,49
2003,flat,ansal heights 86,sector 86,0.95,5621.0,3,2,1,6.0,New Property,1878.0,0,0,0,0,0,0,15
2004,flat,smart world gems,sector 89,0.97,8794.0,2,2,3+,2.0,New Property,1103.0,0,0,0,0,0,0,49
2005,house,dlf city phase 1,sector 26,3.25,3681.0,3,3,3,2.0,Old Property,8829.0,1,0,0,0,0,0,79
2006,flat,pyramid urban,sector 67a,0.55,10516.0,2,2,2,3.0,Relatively New,581.0,0,0,0,0,0,0,73
2007,flat,la vida by tata housing,sector 113,2.7,16364.0,3,4,3+,4.0,Relatively New,2217.0,0,1,0,0,0,2,49
2008,flat,smart world orchard,sector 61,1.7,15004.0,2,2,2,4.0,Under Construction,1278.0,0,0,0,0,0,0,24
2009,flat,gls avenue 51,sector 92,0.39,6075.0,3,3,3+,6.0,Relatively New,713.0,0,0,0,0,0,0,104
2011,flat,m3m sierra 68,sector 68,1.13,9076.0,2,2,3,9.0,Relatively New,1130.0,0,0,0,0,0,2,149
2012,flat,central park flower valley,sohna road,1.2,6742.0,3,3,0,11.0,Relatively New,1780.0,0,0,0,0,0,0,66
2013,flat,pyramid urban homes 2,sector 86,0.5,9690.0,2,2,2,6.0,Old Property,573.0,0,0,0,0,0,0,15
2014,flat,ats triumph,sector 104,1.73,7555.0,3,4,3+,15.0,Relatively New,2072.0,0,1,0,0,0,0,159
2015,flat,emaar mgf emerald floors,sector 65,3.2,10159.0,4,3,2,1.0,Relatively New,3150.0,0,1,0,0,0,0,0
2016,flat,raheja vedaanta,sector 108,0.7,4522.0,2,2,3,1.0,Relatively New,1548.0,0,0,0,0,0,0,0
2017,flat,ss the coralwood,sector 84,1.05,6774.0,3,3,3,6.0,Relatively New,1610.0,0,0,0,0,1,0,129
2020,flat,pareena mi casa,sector 68,1.1,9016.0,2,2,3,13.0,New Property,1244.0,0,0,0,0,0,0,106
2021,flat,bestech park view grand spa,sector 81,4.5,10714.0,4,6,3+,17.0,Relatively New,3801.0,0,1,0,0,0,2,44
2022,house,independent,sector 24,2.6,24074.0,4,4,3+,4.0,Relatively New,1080.0,1,0,1,1,0,1,0
2023,flat,spectrum centre,sector 82a,0.62,9538.0,1,1,0,6.0,Relatively New,650.0,0,0,0,0,0,0,0
2024,flat,aipl the peaceful homes,sector 70a,2.5,11628.0,3,3,3+,15.0,Relatively New,1723.0,0,0,0,0,1,2,174
2025,flat,ambience creacions,sector 22,4.8,19200.0,4,6,3+,10.0,New Property,2778.0,0,1,0,1,0,1,49
2026,flat,m3m skywalk,sector 74,1.57,11002.0,2,2,3+,10.0,Relatively New,1300.0,0,0,0,0,1,0,137
2027,house,independent,sector 8,0.32,7111.0,2,3,1,1.0,Relatively New,450.0,0,0,0,0,0,0,0
2028,flat,ireo victory valley,sector 67,3.5,14583.0,3,4,3,24.0,Relatively New,2490.0,0,1,0,1,0,2,149
2029,flat,mvn athens,sohna road,0.25,5198.0,2,2,0,0.0,Relatively New,481.0,0,0,0,0,0,0,37
2030,flat,tulip violet,sector 69,1.7,10773.0,3,3,2,0.0,Relatively New,1428.0,0,0,0,1,0,0,49
2031,flat,supertech hues,sector 68,0.82,6949.0,2,2,3+,21.0,Under Construction,1068.0,0,0,0,0,1,0,72
2033,flat,m3m woodshire,sector 107,0.94,6881.0,2,2,3+,1.0,Moderately Old,1236.0,0,0,0,0,0,0,113
2034,flat,dlf new town heights,sector 90,1.65,6980.0,4,4,3+,15.0,Moderately Old,2139.0,0,1,0,0,0,2,137
2035,flat,spaze privy at,sector 84,1.35,9643.0,3,3,3,7.0,Relatively New,1750.0,0,0,0,1,0,0,90
2036,flat,breez global heights,sohna road,0.46,6479.0,2,2,2,6.0,Relatively New,789.0,0,0,0,0,0,1,49
2037,house,dlf city plots,sector 26,17.3,38737.0,6,7,3+,3.0,New Property,4518.0,1,1,1,1,0,2,124
2039,house,arjun marg/ sector- 26 phase- 1/ golf course road,sector 26,31.5,35000.0,7,9,3+,3.0,Moderately Old,9000.0,1,1,1,1,0,1,74
2040,flat,m3m merlin,sector 67,3.32,14080.0,3,4,3,8.0,New Property,2016.0,0,1,0,0,0,2,174
2041,flat,bptp mansions park prime,sector 66,3.0,10854.0,4,4,3,3.0,Relatively New,2700.0,1,1,0,1,1,2,174
2042,house,independent,sector 25,16.0,26667.0,6,5,2,3.0,Relatively New,6000.0,0,0,0,0,0,0,0
2043,flat,dlf the ultima,sector 81,2.3,10994.0,3,4,3+,6.0,New Property,1893.0,0,1,0,0,0,1,167
2045,flat,shree balaji appartment,sector 33,0.4,5000.0,2,2,2,1.0,Relatively New,724.0,0,0,0,0,0,1,0
2046,house,independent,sector 51,2.25,2778.0,6,3,3+,3.0,Relatively New,900.0,0,0,0,0,0,0,54
2047,flat,dlf the primus,sector 82a,2.55,11219.0,4,4,3+,14.0,Relatively New,2273.0,0,0,0,0,0,1,44
2048,flat,tulip lemon,sector 69,0.62,12863.0,2,2,1,4.0,Relatively New,536.0,0,0,0,0,0,2,108
2049,house,hero homes,sector 104,1.95,21196.0,3,5,3+,2.0,Moderately Old,920.0,0,0,0,0,0,0,64
2050,house,not applicable,sector 4,0.8,6088.0,5,4,3,3.0,Under Construction,146.0,0,0,0,0,0,0,0
2051,flat,dlf regency park,sector 28,1.35,11989.0,2,2,2,1.0,Moderately Old,1109.0,0,0,0,0,0,0,0
2052,house,independent,sector 57,4.75,28788.0,3,3,3,2.0,Moderately Old,1650.0,0,0,1,0,0,2,96
2053,house,sector 14 rwa,sector 14,6.5,20635.0,4,4,3+,2.0,Moderately Old,3150.0,0,0,0,0,0,0,0
2054,flat,proxima tower,sector 37c,0.6,4601.0,2,2,3,5.0,Under Construction,1180.0,1,0,0,1,0,0,55
2055,flat,pareena laxmi apartments,sector 99a,0.3,5425.0,2,1,2,5.0,New Property,511.0,0,0,0,0,0,0,66
2056,flat,godrej aria,sector 79,0.95,6552.0,2,2,3,5.0,Relatively New,1611.0,0,0,0,0,0,2,174
2057,flat,bestech altura,sector 79,1.9,8837.0,3,4,3,11.0,Under Construction,1946.0,0,0,0,0,0,0,96
2058,flat,ardee city,sector 52,1.5,9146.0,4,4,3,3.0,Old Property,1484.0,0,0,0,0,0,0,65
2059,flat,deepak minda,sector 1a imt manesar,1.25,4715.0,4,4,3+,6.0,Moderately Old,2946.0,0,0,0,0,0,2,44
2060,flat,puri emerald bay,sector 104,2.65,15006.0,3,4,3,15.0,Relatively New,2090.0,0,1,0,0,0,2,174
2061,flat,denso haryana housing society,manesar,0.9,4308.0,3,3,3+,5.0,Moderately Old,2321.0,0,1,0,0,0,0,7
2062,flat,vatika the seven lamps,sector 82,0.85,6538.0,2,2,2,0.0,Relatively New,1176.0,0,0,0,0,0,2,49
2063,flat,emaar digihomes,sector 62,2.1,13926.0,2,2,3,12.0,New Property,1500.0,0,0,0,0,1,2,49
2064,flat,suposhaa smartworld orchard,sector 61,2.25,14526.0,3,3,2,3.0,Under Construction,1721.0,0,0,0,0,0,0,0
2065,flat,tashee capital gateway,sector 111,0.96,6500.0,2,2,1,4.0,Under Construction,1338.0,1,0,0,0,0,0,53
2066,flat,gls arawali homes,sohna road,0.3,6237.0,2,2,2,4.0,Relatively New,524.0,0,0,0,0,0,1,120
2067,flat,shapoorji pallonji joyville gurugram,sector 102,1.2,14563.0,2,2,3,0.0,Relatively New,1073.0,0,0,0,0,0,0,49
2068,flat,ats tourmaline,sector 109,1.75,8140.0,3,4,3+,7.0,Relatively New,1797.0,0,1,0,0,0,0,165
2069,flat,pooja apartment,sector 3 phase 3 extension,0.25,3571.0,2,2,2,2.0,Relatively New,778.0,0,0,0,0,0,0,0
2070,flat,adani m2k oyster grande,sector 102,1.9,9104.0,3,4,3,8.0,Relatively New,1710.0,0,1,0,0,0,0,165
2071,flat,m3m woodshire,sector 107,0.9,6589.0,2,2,3+,4.0,Relatively New,1236.0,0,0,0,0,0,0,21
2072,flat,bestech park view ananda,sector 81,1.35,7542.0,3,3,3+,8.0,Old Property,1989.0,0,0,0,0,0,0,114
2073,flat,bptp terra,sector 37d,1.77,8079.0,4,3,3,15.0,Relatively New,2025.0,1,1,0,1,1,0,49
2074,house,housing board colony,sector 28,5.5,30556.0,4,3,3,2.0,Old Property,1800.0,0,0,0,1,1,2,22
2075,flat,ansal api celebrity suites,sector 2,0.6,8163.0,1,1,1,5.0,Moderately Old,665.0,0,0,0,0,0,2,67
2076,flat,the close north,sector 50,2.92,11209.0,3,3,3,10.0,Moderately Old,2600.0,0,1,0,0,0,2,174
2077,flat,puri emerald bay,sector 104,2.25,10465.0,3,4,3+,4.0,Relatively New,2303.0,0,1,0,0,0,2,159
2078,flat,ireo victory valley,sector 67,3.65,13529.0,3,4,3+,18.0,Relatively New,2490.0,0,1,0,1,0,2,61
2079,flat,unitech vistas,sector 70,0.99,6326.0,3,4,2,11.0,Under Construction,1416.0,0,0,0,0,0,0,0
2080,flat,shree vardhman victoria,sector 70,1.75,8974.0,3,5,0,0.0,Relatively New,1950.0,0,0,0,0,0,0,47
2081,flat,cghs rail vihar,sector 15,1.4,10769.0,4,3,3,3.0,Old Property,1444.0,0,0,0,0,0,2,81
2082,flat,emaar mgf palm studios,sector 66,1.45,14796.0,2,2,3,3.0,Relatively New,1082.0,0,0,0,0,0,0,92
2083,house,independent,sector 25,6.5,36111.0,4,3,3,3.0,Moderately Old,1800.0,1,0,0,1,0,0,19
2084,house,independent,sector 25,7.6,38756.0,2,9,3,4.0,Relatively New,1961.0,1,0,1,1,0,2,84
2085,house,independent,sector 26,9.0,33333.0,5,5,2,3.0,Old Property,2700.0,1,1,1,1,0,1,110
2086,flat,emaar mgf emerald floors premier,sector 65,2.25,13636.0,3,3,3+,3.0,Relatively New,1493.0,1,1,0,0,0,0,152
2087,flat,m3m skywalk,sector 74,2.25,13636.0,3,3,2,9.0,Relatively New,1938.0,0,1,0,0,0,2,174
2089,house,independent,sector 9,3.4,12938.0,9,9,3,3.0,Moderately Old,2628.0,0,0,0,0,0,2,61
2090,house,independent,sector 43,5.25,27132.0,4,4,2,2.0,Old Property,1935.0,1,1,0,0,0,2,80
2091,flat,rof ananda,sector 95,0.46,6319.0,2,2,2,11.0,New Property,809.0,1,0,0,0,0,0,82
2092,house,signature global city 81,sector 81,0.75,6849.0,3,2,3,4.0,Under Construction,1095.0,1,0,0,0,0,0,97
2093,house,smart world orchard,sector 61,2.01,13001.0,3,3,3,4.0,Under Construction,1549.0,0,0,0,0,0,0,145
